period,day_type,hour,station_code,tap_in_vol,tap_out_vol,code,code2,code3,interchange,NS,SW,CC,EW,NE,BP,CE,DT,PW,TE,PE,CG,SE,name
2022-03,weekday,8,SW6,6360,1931,SW6,,,False,,6.0,,,,,,,,,,,,Layar
2022-03,weekend,8,SW6,1256,431,SW6,,,False,,6.0,,,,,,,,,,,,Layar
2022-03,weekend,16,EW4,4055,3744,EW4,,,False,,,,4.0,,,,,,,,,,Tanah Merah
2022-03,weekday,16,EW4,13091,10599,EW4,,,False,,,,4.0,,,,,,,,,,Tanah Merah
2022-03,weekday,14,CC2,2600,3569,CC2,,,False,,,2.0,,,,,,,,,,,Bras Basah
2022-03,weekend,14,CC2,973,1266,CC2,,,False,,,2.0,,,,,,,,,,,Bras Basah
2022-03,weekend,12,NE14,11069,6903,NE14,,,False,,,,,14.0,,,,,,,,,Hougang
2022-03,weekday,12,NE14,23355,15863,NE14,,,False,,,,,14.0,,,,,,,,,Hougang
2022-03,weekend,20,NE4/DT19,18457,7294,NE4,DT19,,True,,,,,4.0,,,19.0,,,,,,Chinatown
2022-03,weekday,20,NE4/DT19,46664,18313,NE4,DT19,,True,,,,,4.0,,,19.0,,,,,,Chinatown
2022-03,weekend,24,SE5,6,89,SE5,,,False,,,,,,,,,,,,,5.0,Ranggung
2022-03,weekday,24,SE5,14,175,SE5,,,False,,,,,,,,,,,,,5.0,Ranggung
2022-03,weekend,7,DT33,4461,1899,DT33,,,False,,,,,,,,33.0,,,,,,Tampines East
2022-03,weekday,7,DT33,45815,17007,DT33,,,False,,,,,,,,33.0,,,,,,Tampines East
2022-03,weekend,24,DT24,6,137,DT24,,,False,,,,,,,,24.0,,,,,,Geylang Bahru
